Invoice_ID,Date,Product_Name,Category,Brand,Supplier,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Customer_Type,Employee,Stock_Remaining,Month
INV00202,2025-03-07,Sugar 1kg,Grocery,Madhur,Metro Distributors,4,55,34,186,135.91,50.09,Cash,New,Anil,119,March
INV00203,2025-12-31,Soap,Personal Care,Lux,XYZ Traders,2,40,20,60,47.23,12.77,UPI,Regular,Sneha,78,December
INV00204,2025-05-15,Sugar 1kg,Grocery,Madhur,XYZ Traders,5,55,21,254,184.67,69.33,Card,Regular,Anil,33,May
INV00205,2025-11-25,Bread,Bakery,Britannia,Fresh Foods,1,45,28,17,12.23,4.77,Cash,Regular,Ravi,83,November
INV00206,2025-11-13,Milk 1L,Dairy,Amul,ABC Suppliers,3,65,25,170,134.55,35.45,Card,New,Anil,47,November
INV00207,2025-04-29,Cooking Oil,Grocery,Fortune,Fresh Foods,3,180,24,516,346.99,169.01,Cash,New,Anil,112,April
INV00208,2025-12-17,Soft Drink,Beverages,Coca-Cola,Fresh Foods,1,45,4,41,31.25,9.75,Cash,Regular,Sneha,6,December
INV00209,2025-01-09,Rice 5kg,Grocery,India Gate,Fresh Foods,5,450,15,2235,1692.67,542.33,Cash,New,Anil,129,January
INV00210,2025-12-23,Milk 1L,Dairy,Amul,Metro Distributors,3,65,34,161,117.14,43.86,Card,Regular,Ravi,109,December
INV00211,2025-07-18,Toothpaste,Personal Care,Colgate,Fresh Foods,2,110,0,220,151.28,68.72,UPI,New,Sneha,63,July
INV00212,2025-11-01,Biscuits,Snacks,Parle,ABC Suppliers,5,30,40,110,78.08,31.92,UPI,New,Sneha,18,November
INV00213,2025-11-26,Milk 1L,Dairy,Amul,ABC Suppliers,2,65,17,113,85.06,27.94,UPI,Regular,Sneha,44,November
INV00214,2025-10-12,Toothpaste,Personal Care,Colgate,Metro Distributors,4,110,28,412,280.41,131.59,Cash,Regular,Ravi,72,October
INV00215,2025-04-30,Cooking Oil,Grocery,Fortune,ABC Suppliers,1,180,39,141,94.1,46.9,UPI,Regular,Sneha,18,April
INV00216,2025-05-08,Toothpaste,Personal Care,Colgate,ABC Suppliers,4,110,25,415,308.73,106.27,Cash,Regular,Ravi,143,May
INV00217,2025-10-24,Sugar 1kg,Grocery,Madhur,Fresh Foods,5,55,13,262,202.62,59.38,UPI,Regular,Sneha,107,October
INV00218,2025-10-20,Biscuits,Snacks,Parle,Metro Distributors,4,30,0,120,84.01,35.99,Card,New,Sneha,45,October
INV00219,2025-04-08,Soap,Personal Care,Lux,XYZ Traders,1,40,17,23,16.1,6.9,UPI,Regular,Priya,121,April
INV00220,2025-10-12,Milk 1L,Dairy,Amul,XYZ Traders,2,65,40,90,69.98,20.02,Cash,Regular,Sneha,46,October
INV00221,2025-07-16,Toothpaste,Personal Care,Colgate,Fresh Foods,3,110,11,319,208.71,110.29,Cash,New,Sneha,137,July
INV00222,2025-08-25,Milk 1L,Dairy,Amul,XYZ Traders,1,65,31,34,23.26,10.74,Cash,Regular,Ravi,16,August
INV00223,2025-01-28,Sugar 1kg,Grocery,Madhur,Metro Distributors,1,55,18,37,27.64,9.36,UPI,Regular,Sneha,36,January
INV00224,2025-03-15,Biscuits,Snacks,Parle,XYZ Traders,1,30,22,8,6.21,1.79,Card,Regular,Sneha,112,March
INV00225,2025-11-24,Cooking Oil,Grocery,Fortune,XYZ Traders,1,180,13,167,109.47,57.53,Card,Regular,Anil,19,November
INV00226,2025-12-09,Soft Drink,Beverages,Coca-Cola,XYZ Traders,4,45,38,142,97.49,44.51,Cash,New,Anil,133,December
INV00227,2025-01-12,Sugar 1kg,Grocery,Madhur,XYZ Traders,4,55,21,199,154.31,44.69,Cash,New,Sneha,35,January
INV00228,2025-01-01,Milk 1L,Dairy,Amul,Metro Distributors,2,65,7,123,81.3,41.7,UPI,New,Ravi,71,January
INV00229,2025-01-04,Sugar 1kg,Grocery,Madhur,Fresh Foods,3,55,7,158,108.59,49.41,Card,Regular,Ravi,101,January
INV00230,2025-01-23,Biscuits,Snacks,Parle,ABC Suppliers,1,30,17,13,9.94,3.06,Card,Regular,Anil,47,January
INV00231,2025-10-07,Milk 1L,Dairy,Amul,Fresh Foods,3,65,10,185,126.73,58.27,UPI,New,Anil,109,October
INV00232,2025-11-08,Bread,Bakery,Britannia,ABC Suppliers,4,45,19,161,116.46,44.54,Cash,Regular,Priya,134,November
INV00233,2025-10-25,Biscuits,Snacks,Parle,Metro Distributors,4,30,37,83,60.63,22.37,Card,New,Ravi,76,October
INV00234,2025-06-29,Biscuits,Snacks,Parle,XYZ Traders,5,30,18,132,105.15,26.85,UPI,Regular,Sneha,132,June
INV00235,2025-11-05,Biscuits,Snacks,Parle,ABC Suppliers,3,30,17,73,53.5,19.5,Card,Regular,Anil,16,November
INV00236,2025-03-02,Biscuits,Snacks,Parle,Metro Distributors,3,30,12,78,51.8,26.2,Card,New,Priya,44,March
INV00237,2025-10-26,Soap,Personal Care,Lux,Fresh Foods,5,40,18,182,118.79,63.21,Card,Regular,Sneha,72,October
INV00238,2025-05-08,Toothpaste,Personal Care,Colgate,ABC Suppliers,2,110,8,212,154.9,57.1,Cash,New,Ravi,146,May
INV00239,2025-05-11,Milk 1L,Dairy,Amul,Metro Distributors,1,65,16,49,38.19,10.81,Cash,New,Ravi,138,May
INV00240,2025-06-04,Milk 1L,Dairy,Amul,XYZ Traders,1,65,20,45,30.0,15.0,Card,Regular,Ravi,97,June
INV00241,2025-01-03,Biscuits,Snacks,Parle,XYZ Traders,5,30,28,122,89.85,32.15,Card,New,Anil,14,January
INV00242,2025-11-29,Shampoo,Personal Care,Clinic Plus,Fresh Foods,3,220,11,649,439.6,209.4,Cash,New,Ravi,53,November
INV00243,2025-05-29,Soap,Personal Care,Lux,Fresh Foods,4,40,35,125,93.11,31.89,UPI,Regular,Anil,136,May
INV00244,2025-03-28,Biscuits,Snacks,Parle,ABC Suppliers,3,30,4,86,59.76,26.24,Card,Regular,Sneha,147,March
INV00245,2025-05-20,Milk 1L,Dairy,Amul,Fresh Foods,3,65,26,169,127.07,41.93,Card,Regular,Anil,139,May
INV00246,2025-10-10,Bread,Bakery,Britannia,ABC Suppliers,1,45,15,30,23.4,6.6,Card,Regular,Ravi,97,October
INV00247,2025-06-25,Rice 5kg,Grocery,India Gate,Fresh Foods,4,450,3,1797,1437.34,359.66,UPI,New,Sneha,109,June
INV00248,2025-10-24,Toothpaste,Personal Care,Colgate,Fresh Foods,2,110,13,207,149.93,57.07,UPI,New,Anil,66,October
INV00249,2025-07-29,Sugar 1kg,Grocery,Madhur,XYZ Traders,2,55,26,84,56.27,27.73,Cash,Regular,Ravi,72,July
INV00250,2025-01-26,Biscuits,Snacks,Parle,Fresh Foods,5,30,9,141,92.98,48.02,UPI,New,Ravi,113,January
INV00251,2025-01-04,Rice 5kg,Grocery,India Gate,Metro Distributors,1,450,32,418,298.32,119.68,UPI,Regular,Priya,78,January
INV00252,2025-08-24,Bread,Bakery,Britannia,ABC Suppliers,2,45,7,83,64.95,18.05,Card,New,Sneha,135,August
INV00253,2025-04-08,Bread,Bakery,Britannia,XYZ Traders,1,45,40,5,3.5,1.5,UPI,New,Anil,102,April
INV00254,2025-03-04,Bread,Bakery,Britannia,ABC Suppliers,3,45,24,111,87.84,23.16,Cash,Regular,Ravi,91,March
INV00255,2025-12-31,Cooking Oil,Grocery,Fortune,ABC Suppliers,4,180,4,716,481.94,234.06,Cash,Regular,Sneha,72,December
INV00256,2025-07-15,Soft Drink,Beverages,Coca-Cola,Fresh Foods,5,45,40,185,123.35,61.65,Card,New,Anil,97,July
INV00257,2025-11-17,Soap,Personal Care,Lux,Fresh Foods,4,40,17,143,101.41,41.59,Cash,New,Anil,86,November
INV00258,2025-10-21,Milk 1L,Dairy,Amul,Fresh Foods,4,65,11,249,198.48,50.52,UPI,Regular,Sneha,11,October
INV00259,2025-12-14,Shampoo,Personal Care,Clinic Plus,XYZ Traders,1,220,9,211,157.29,53.71,Cash,Regular,Priya,6,December
INV00260,2025-02-02,Shampoo,Personal Care,Clinic Plus,XYZ Traders,5,220,35,1065,809.22,255.78,Card,New,Sneha,35,February
INV00261,2025-12-22,Cooking Oil,Grocery,Fortune,Metro Distributors,5,180,3,897,615.02,281.98,Cash,Regular,Sneha,81,December
INV00262,2025-04-26,Toothpaste,Personal Care,Colgate,XYZ Traders,3,110,1,329,262.23,66.77,UPI,New,Priya,39,April
INV00263,2025-05-20,Milk 1L,Dairy,Amul,Fresh Foods,1,65,6,59,45.2,13.8,UPI,Regular,Ravi,114,May
INV00264,2025-07-28,Sugar 1kg,Grocery,Madhur,ABC Suppliers,4,55,39,181,136.85,44.15,UPI,Regular,Anil,67,July
INV00265,2025-04-14,Cooking Oil,Grocery,Fortune,ABC Suppliers,3,180,3,537,424.13,112.87,Cash,Regular,Priya,75,April
INV00266,2025-11-06,Soft Drink,Beverages,Coca-Cola,XYZ Traders,2,45,29,61,43.16,17.84,Card,New,Ravi,87,November
INV00267,2025-07-20,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,1,220,1,219,172.32,46.68,Card,Regular,Sneha,37,July
INV00268,2025-08-23,Toothpaste,Personal Care,Colgate,XYZ Traders,1,110,24,86,57.17,28.83,UPI,Regular,Ravi,82,August
INV00269,2025-06-17,Toothpaste,Personal Care,Colgate,Fresh Foods,2,110,35,185,128.29,56.71,UPI,Regular,Ravi,132,June
INV00270,2025-09-21,Shampoo,Personal Care,Clinic Plus,XYZ Traders,4,220,3,877,664.72,212.28,Cash,New,Ravi,24,September
INV00271,2025-11-23,Biscuits,Snacks,Parle,ABC Suppliers,3,30,25,65,50.01,14.99,UPI,New,Priya,122,November
INV00272,2025-06-13,Rice 5kg,Grocery,India Gate,XYZ Traders,3,450,10,1340,877.21,462.79,Card,New,Anil,61,June
INV00273,2025-12-18,Cooking Oil,Grocery,Fortune,Metro Distributors,2,180,23,337,249.36,87.64,Cash,New,Anil,53,December
INV00274,2025-09-19,Rice 5kg,Grocery,India Gate,Metro Distributors,2,450,20,880,700.17,179.83,Card,Regular,Anil,79,September
INV00275,2025-04-02,Biscuits,Snacks,Parle,XYZ Traders,4,30,11,109,84.48,24.52,Cash,New,Ravi,18,April
INV00276,2025-07-30,Toothpaste,Personal Care,Colgate,Fresh Foods,3,110,34,296,220.51,75.49,UPI,Regular,Sneha,48,July
INV00277,2025-05-15,Milk 1L,Dairy,Amul,XYZ Traders,1,65,15,50,33.83,16.17,Card,Regular,Priya,62,May
INV00278,2025-08-12,Shampoo,Personal Care,Clinic Plus,XYZ Traders,2,220,32,408,320.12,87.88,UPI,New,Anil,11,August
INV00279,2025-08-22,Shampoo,Personal Care,Clinic Plus,XYZ Traders,1,220,18,202,151.51,50.49,Cash,New,Sneha,21,August
INV00280,2025-03-23,Soft Drink,Beverages,Coca-Cola,XYZ Traders,4,45,10,170,126.47,43.53,UPI,Regular,Sneha,8,March
INV00281,2025-03-02,Rice 5kg,Grocery,India Gate,Fresh Foods,2,450,7,893,706.28,186.72,Card,Regular,Ravi,55,March
INV00282,2025-02-22,Milk 1L,Dairy,Amul,Metro Distributors,4,65,34,226,171.54,54.46,Cash,New,Ravi,64,February
INV00283,2025-05-23,Rice 5kg,Grocery,India Gate,ABC Suppliers,3,450,6,1344,1022.75,321.25,Card,New,Ravi,28,May
INV00284,2025-11-23,Soap,Personal Care,Lux,Fresh Foods,4,40,3,157,108.93,48.07,Card,New,Priya,61,November
INV00285,2025-09-15,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,5,220,4,1096,731.59,364.41,Cash,New,Anil,100,September
INV00286,2025-04-19,Soap,Personal Care,Lux,ABC Suppliers,3,40,13,107,71.99,35.01,Cash,Regular,Sneha,62,April
INV00287,2025-12-31,Bread,Bakery,Britannia,ABC Suppliers,5,45,2,223,168.81,54.19,Card,Regular,Anil,62,December
INV00288,2025-04-27,Shampoo,Personal Care,Clinic Plus,Metro Distributors,2,220,13,427,280.66,146.34,Cash,New,Priya,47,April
INV00289,2025-03-21,Cooking Oil,Grocery,Fortune,XYZ Traders,3,180,19,521,340.59,180.41,Cash,Regular,Sneha,53,March
INV00290,2025-05-21,Sugar 1kg,Grocery,Madhur,ABC Suppliers,2,55,27,83,62.06,20.94,Cash,New,Ravi,42,May
INV00291,2025-11-18,Shampoo,Personal Care,Clinic Plus,Metro Distributors,3,220,29,631,420.37,210.63,Cash,Regular,Priya,129,November
INV00292,2025-04-29,Bread,Bakery,Britannia,Fresh Foods,3,45,26,109,72.28,36.72,UPI,Regular,Ravi,21,April
INV00293,2025-09-09,Biscuits,Snacks,Parle,ABC Suppliers,2,30,36,24,17.69,6.31,UPI,Regular,Priya,127,September
INV00294,2025-10-11,Cooking Oil,Grocery,Fortune,Metro Distributors,3,180,21,519,360.89,158.11,Card,New,Anil,96,October
INV00295,2025-07-07,Sugar 1kg,Grocery,Madhur,Metro Distributors,3,55,5,160,123.76,36.24,UPI,New,Sneha,65,July
INV00296,2025-12-29,Toothpaste,Personal Care,Colgate,Metro Distributors,1,110,31,79,51.82,27.18,UPI,Regular,Anil,126,December
INV00297,2025-05-27,Biscuits,Snacks,Parle,Fresh Foods,3,30,19,71,53.82,17.18,Card,New,Anil,58,May
INV00298,2025-11-21,Sugar 1kg,Grocery,Madhur,XYZ Traders,5,55,0,275,205.64,69.36,Cash,New,Sneha,62,November
INV00299,2025-10-15,Shampoo,Personal Care,Clinic Plus,XYZ Traders,2,220,13,427,326.75,100.25,UPI,Regular,Ravi,107,October
INV00300,2025-08-25,Shampoo,Personal Care,Clinic Plus,XYZ Traders,2,220,14,426,332.94,93.06,Cash,Regular,Anil,140,August
INV00301,2025-06-04,Biscuits,Snacks,Parle,ABC Suppliers,1,30,26,4,2.97,1.03,UPI,New,Sneha,97,June
INV00302,2025-07-13,Milk 1L,Dairy,Amul,XYZ Traders,4,65,39,221,175.67,45.33,Card,New,Priya,27,July
INV00303,2025-01-21,Rice 5kg,Grocery,India Gate,ABC Suppliers,4,450,18,1782,1410.07,371.93,UPI,Regular,Ravi,116,January
INV00304,2025-11-28,Sugar 1kg,Grocery,Madhur,Metro Distributors,4,55,18,202,139.93,62.07,UPI,Regular,Priya,124,November
INV00305,2025-06-21,Toothpaste,Personal Care,Colgate,XYZ Traders,5,110,11,539,398.82,140.18,UPI,Regular,Ravi,74,June
INV00306,2025-07-31,Rice 5kg,Grocery,India Gate,ABC Suppliers,1,450,8,442,291.8,150.2,Cash,New,Ravi,11,July
INV00307,2025-11-16,Shampoo,Personal Care,Clinic Plus,XYZ Traders,5,220,30,1070,780.76,289.24,Cash,New,Anil,117,November
INV00308,2025-12-04,Rice 5kg,Grocery,India Gate,Fresh Foods,4,450,29,1771,1388.4,382.6,Card,Regular,Priya,145,December
INV00309,2025-09-03,Cooking Oil,Grocery,Fortune,Fresh Foods,4,180,12,708,464.81,243.19,Cash,New,Anil,8,September
INV00310,2025-05-30,Cooking Oil,Grocery,Fortune,Metro Distributors,2,180,24,336,227.04,108.96,Card,New,Anil,48,May
INV00311,2025-08-10,Cooking Oil,Grocery,Fortune,Metro Distributors,1,180,11,169,117.5,51.5,Cash,New,Sneha,142,August
INV00312,2025-11-19,Rice 5kg,Grocery,India Gate,XYZ Traders,1,450,24,426,336.14,89.86,Card,New,Anil,142,November
INV00313,2025-04-28,Soap,Personal Care,Lux,Metro Distributors,5,40,32,168,129.42,38.58,Card,New,Ravi,101,April
INV00314,2025-04-23,Milk 1L,Dairy,Amul,Fresh Foods,1,65,30,35,23.65,11.35,Card,New,Sneha,35,April
INV00315,2025-07-15,Biscuits,Snacks,Parle,XYZ Traders,4,30,24,96,69.67,26.33,Card,New,Ravi,144,July
INV00316,2025-10-28,Bread,Bakery,Britannia,Metro Distributors,2,45,20,70,54.01,15.99,Card,Regular,Sneha,56,October
INV00317,2025-03-11,Soft Drink,Beverages,Coca-Cola,ABC Suppliers,5,45,27,198,146.65,51.35,Card,Regular,Anil,95,March
INV00318,2025-12-28,Bread,Bakery,Britannia,Fresh Foods,3,45,31,104,79.33,24.67,Cash,New,Anil,110,December
INV00319,2025-08-01,Bread,Bakery,Britannia,XYZ Traders,5,45,15,210,160.94,49.06,UPI,New,Sneha,109,August
INV00320,2025-06-29,Milk 1L,Dairy,Amul,Metro Distributors,3,65,14,181,130.21,50.79,Cash,Regular,Ravi,15,June
INV00321,2025-06-24,Milk 1L,Dairy,Amul,Fresh Foods,1,65,27,38,26.9,11.1,UPI,New,Priya,54,June
INV00322,2025-01-09,Bread,Bakery,Britannia,ABC Suppliers,1,45,4,41,31.95,9.05,Cash,Regular,Priya,105,January
INV00323,2025-06-11,Biscuits,Snacks,Parle,Fresh Foods,1,30,18,12,9.33,2.67,Card,New,Priya,136,June
INV00324,2025-05-06,Rice 5kg,Grocery,India Gate,XYZ Traders,1,450,18,432,323.78,108.22,Cash,Regular,Ravi,36,May
INV00325,2025-03-08,Cooking Oil,Grocery,Fortune,XYZ Traders,5,180,40,860,597.99,262.01,UPI,Regular,Sneha,64,March
INV00326,2025-09-30,Rice 5kg,Grocery,India Gate,Fresh Foods,5,450,15,2235,1734.51,500.49,Cash,Regular,Priya,55,September
INV00327,2025-02-25,Milk 1L,Dairy,Amul,Metro Distributors,3,65,40,155,105.3,49.7,Card,Regular,Priya,140,February
INV00328,2025-03-06,Rice 5kg,Grocery,India Gate,XYZ Traders,3,450,8,1342,915.94,426.06,Cash,Regular,Sneha,123,March
INV00329,2025-05-02,Shampoo,Personal Care,Clinic Plus,Metro Distributors,5,220,33,1067,797.58,269.42,Cash,New,Sneha,110,May
INV00330,2025-09-17,Milk 1L,Dairy,Amul,XYZ Traders,5,65,11,314,218.16,95.84,Card,New,Priya,141,September
INV00331,2025-06-17,Milk 1L,Dairy,Amul,XYZ Traders,4,65,32,228,166.12,61.88,Cash,New,Anil,62,June
INV00332,2025-06-08,Soap,Personal Care,Lux,XYZ Traders,3,40,38,82,61.59,20.41,Cash,New,Priya,121,June
INV00333,2025-05-24,Biscuits,Snacks,Parle,XYZ Traders,5,30,30,120,79.23,40.77,Card,Regular,Anil,29,May
INV00334,2025-03-07,Rice 5kg,Grocery,India Gate,Metro Distributors,5,450,33,2217,1589.83,627.17,UPI,New,Ravi,6,March
INV00335,2025-08-22,Cooking Oil,Grocery,Fortune,ABC Suppliers,4,180,28,692,545.75,146.25,UPI,Regular,Ravi,20,August
INV00336,2025-02-22,Milk 1L,Dairy,Amul,Metro Distributors,4,65,40,220,146.47,73.53,Card,New,Sneha,37,February
INV00337,2025-04-30,Bread,Bakery,Britannia,XYZ Traders,3,45,1,134,100.99,33.01,Cash,New,Ravi,8,April
INV00338,2025-12-26,Soft Drink,Beverages,Coca-Cola,Metro Distributors,3,45,15,120,86.96,33.04,UPI,New,Priya,35,December
INV00339,2025-04-22,Sugar 1kg,Grocery,Madhur,ABC Suppliers,1,55,18,37,25.09,11.91,UPI,Regular,Ravi,99,April
INV00340,2025-11-30,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,3,220,12,648,447.73,200.27,Card,Regular,Priya,145,November
INV00341,2025-01-02,Milk 1L,Dairy,Amul,ABC Suppliers,3,65,15,180,118.31,61.69,Card,Regular,Priya,115,January
INV00342,2025-04-29,Sugar 1kg,Grocery,Madhur,ABC Suppliers,1,55,38,17,12.93,4.07,Cash,Regular,Anil,144,April
INV00343,2025-11-24,Soft Drink,Beverages,Coca-Cola,XYZ Traders,5,45,24,201,143.82,57.18,Cash,New,Anil,125,November
INV00344,2025-10-24,Toothpaste,Personal Care,Colgate,ABC Suppliers,1,110,4,106,72.49,33.51,UPI,New,Sneha,111,October
INV00345,2025-06-16,Sugar 1kg,Grocery,Madhur,ABC Suppliers,2,55,35,75,59.87,15.13,Card,Regular,Priya,36,June
INV00346,2025-05-02,Toothpaste,Personal Care,Colgate,Fresh Foods,4,110,24,416,283.86,132.14,Card,Regular,Anil,107,May
INV00347,2025-06-18,Rice 5kg,Grocery,India Gate,Fresh Foods,4,450,1,1799,1376.3,422.7,Card,Regular,Priya,18,June
INV00348,2025-05-14,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,3,220,25,635,417.32,217.68,Cash,New,Sneha,71,May
INV00349,2025-07-01,Toothpaste,Personal Care,Colgate,ABC Suppliers,4,110,15,425,308.28,116.72,UPI,New,Sneha,118,July
INV00350,2025-04-22,Cooking Oil,Grocery,Fortune,XYZ Traders,1,180,11,169,130.89,38.11,UPI,Regular,Priya,148,April
INV00351,2025-02-19,Cooking Oil,Grocery,Fortune,XYZ Traders,3,180,13,527,421.19,105.81,Card,Regular,Ravi,24,February
INV00352,2025-11-22,Cooking Oil,Grocery,Fortune,XYZ Traders,1,180,16,164,112.11,51.89,Cash,New,Priya,5,November
INV00353,2025-05-08,Soap,Personal Care,Lux,Metro Distributors,4,40,38,122,87.55,34.45,Cash,Regular,Sneha,94,May
INV00354,2025-03-11,Biscuits,Snacks,Parle,Fresh Foods,1,30,4,26,18.29,7.71,Cash,New,Anil,82,March
INV00355,2025-12-08,Biscuits,Snacks,Parle,Fresh Foods,4,30,39,81,58.32,22.68,UPI,New,Sneha,34,December
INV00356,2025-01-26,Sugar 1kg,Grocery,Madhur,XYZ Traders,1,55,6,49,32.61,16.39,UPI,New,Anil,133,January
INV00357,2025-12-18,Bread,Bakery,Britannia,Metro Distributors,1,45,31,14,9.47,4.53,UPI,Regular,Anil,44,December
INV00358,2025-09-12,Milk 1L,Dairy,Amul,ABC Suppliers,3,65,27,168,130.82,37.18,Card,New,Ravi,77,September
INV00359,2025-11-05,Soap,Personal Care,Lux,Metro Distributors,5,40,38,162,126.3,35.7,UPI,New,Ravi,21,November
INV00360,2025-08-03,Soft Drink,Beverages,Coca-Cola,Metro Distributors,1,45,38,7,5.59,1.41,Card,New,Priya,98,August
INV00361,2025-03-19,Cooking Oil,Grocery,Fortune,XYZ Traders,3,180,12,528,363.9,164.1,UPI,Regular,Priya,146,March
INV00362,2025-12-27,Cooking Oil,Grocery,Fortune,ABC Suppliers,5,180,21,879,677.2,201.8,Card,Regular,Priya,108,December
INV00363,2025-10-05,Shampoo,Personal Care,Clinic Plus,Fresh Foods,3,220,15,645,435.35,209.65,Card,Regular,Ravi,44,October
INV00364,2025-10-19,Biscuits,Snacks,Parle,Fresh Foods,1,30,9,21,16.06,4.94,Cash,Regular,Anil,39,October
INV00365,2025-05-01,Biscuits,Snacks,Parle,ABC Suppliers,2,30,10,50,36.94,13.06,Card,Regular,Anil,25,May
INV00366,2025-09-03,Biscuits,Snacks,Parle,Fresh Foods,4,30,16,104,76.68,27.32,Cash,New,Priya,16,September
INV00367,2025-12-17,Rice 5kg,Grocery,India Gate,Fresh Foods,1,450,27,423,307.71,115.29,Card,Regular,Anil,41,December
INV00368,2025-10-29,Soap,Personal Care,Lux,Fresh Foods,1,40,17,23,17.2,5.8,Card,Regular,Anil,93,October
INV00369,2025-04-20,Toothpaste,Personal Care,Colgate,XYZ Traders,1,110,10,100,67.62,32.38,Cash,Regular,Priya,58,April
INV00370,2025-03-18,Bread,Bakery,Britannia,Metro Distributors,5,45,22,203,148.79,54.21,Cash,Regular,Sneha,18,March
INV00371,2025-11-04,Rice 5kg,Grocery,India Gate,ABC Suppliers,5,450,17,2233,1463.71,769.29,Card,Regular,Anil,99,November
INV00372,2025-06-10,Sugar 1kg,Grocery,Madhur,Fresh Foods,4,55,2,218,169.16,48.84,UPI,Regular,Priya,11,June
INV00373,2025-07-24,Rice 5kg,Grocery,India Gate,Fresh Foods,1,450,37,413,320.04,92.96,Cash,New,Anil,44,July
INV00374,2025-12-26,Shampoo,Personal Care,Clinic Plus,Fresh Foods,2,220,1,439,350.05,88.95,Cash,Regular,Ravi,134,December
INV00375,2025-09-06,Soap,Personal Care,Lux,Fresh Foods,1,40,22,18,13.72,4.28,UPI,Regular,Anil,55,September
INV00376,2025-03-16,Toothpaste,Personal Care,Colgate,ABC Suppliers,5,110,20,530,363.87,166.13,Cash,Regular,Ravi,102,March
INV00377,2025-09-01,Shampoo,Personal Care,Clinic Plus,Fresh Foods,3,220,12,648,518.26,129.74,Cash,Regular,Sneha,66,September
INV00378,2025-01-17,Biscuits,Snacks,Parle,XYZ Traders,2,30,39,21,15.67,5.33,UPI,Regular,Priya,100,January
INV00379,2025-11-30,Shampoo,Personal Care,Clinic Plus,Metro Distributors,2,220,15,425,310.46,114.54,Cash,Regular,Anil,43,November
INV00380,2025-08-31,Sugar 1kg,Grocery,Madhur,XYZ Traders,1,55,30,25,18.66,6.34,Card,New,Sneha,134,August
INV00381,2025-07-31,Toothpaste,Personal Care,Colgate,Fresh Foods,2,110,16,204,148.01,55.99,Cash,Regular,Sneha,107,July
INV00382,2025-08-14,Biscuits,Snacks,Parle,ABC Suppliers,3,30,17,73,50.35,22.65,Card,Regular,Anil,63,August
INV00383,2025-04-10,Toothpaste,Personal Care,Colgate,Metro Distributors,5,110,25,525,389.72,135.28,UPI,New,Priya,130,April
INV00384,2025-11-18,Biscuits,Snacks,Parle,XYZ Traders,5,30,21,129,88.61,40.39,Cash,Regular,Ravi,149,November
INV00385,2025-09-04,Cooking Oil,Grocery,Fortune,Metro Distributors,4,180,40,680,523.86,156.14,Cash,New,Priya,103,September
INV00386,2025-10-15,Shampoo,Personal Care,Clinic Plus,Fresh Foods,3,220,7,653,435.84,217.16,Cash,Regular,Sneha,130,October
INV00387,2025-04-16,Cooking Oil,Grocery,Fortune,Fresh Foods,3,180,40,500,338.73,161.27,UPI,Regular,Priya,92,April
INV00388,2025-12-08,Biscuits,Snacks,Parle,Metro Distributors,1,30,24,6,4.48,1.52,Cash,New,Priya,64,December
INV00389,2025-06-09,Bread,Bakery,Britannia,Metro Distributors,5,45,30,195,137.16,57.84,UPI,New,Ravi,116,June
INV00390,2025-06-21,Cooking Oil,Grocery,Fortune,XYZ Traders,5,180,18,882,657.42,224.58,Card,New,Anil,98,June
INV00391,2025-04-01,Soap,Personal Care,Lux,Fresh Foods,5,40,17,183,123.37,59.63,Cash,New,Anil,109,April
INV00392,2025-05-22,Cooking Oil,Grocery,Fortune,Metro Distributors,1,180,36,144,113.24,30.76,Cash,New,Ravi,55,May
INV00393,2025-09-13,Milk 1L,Dairy,Amul,XYZ Traders,3,65,21,174,138.43,35.57,Card,Regular,Anil,84,September
INV00394,2025-10-26,Soap,Personal Care,Lux,Fresh Foods,3,40,3,117,89.53,27.47,Cash,Regular,Anil,19,October
INV00395,2025-11-16,Rice 5kg,Grocery,India Gate,ABC Suppliers,3,450,26,1324,880.23,443.77,Card,Regular,Sneha,125,November
INV00396,2025-08-14,Bread,Bakery,Britannia,Metro Distributors,4,45,8,172,127.92,44.08,Cash,Regular,Sneha,140,August
INV00397,2025-08-04,Rice 5kg,Grocery,India Gate,Fresh Foods,3,450,25,1325,913.29,411.71,Card,New,Anil,68,August
INV00398,2025-04-07,Sugar 1kg,Grocery,Madhur,Metro Distributors,2,55,6,104,80.33,23.67,UPI,Regular,Sneha,145,April
INV00399,2025-08-07,Soft Drink,Beverages,Coca-Cola,Fresh Foods,5,45,24,201,130.87,70.13,Card,New,Anil,145,August
INV00400,2025-10-09,Soap,Personal Care,Lux,Fresh Foods,2,40,4,76,52.66,23.34,UPI,Regular,Sneha,40,October
INV00401,2025-12-13,Bread,Bakery,Britannia,XYZ Traders,1,45,32,13,9.07,3.93,UPI,New,Anil,40,December
INV00402,2025-01-19,Milk 1L,Dairy,Amul,ABC Suppliers,3,65,6,189,144.43,44.57,Cash,Regular,Sneha,26,January
INV00403,2025-01-09,Milk 1L,Dairy,Amul,Metro Distributors,1,65,18,47,36.53,10.47,Card,New,Anil,29,January
